"Plot Title: TC5_Nest"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 20128175, SEN S/N: 20128175)","Intensity, Lux (LGR S/N: 20128175, SEN S/N: 20128175)","Coupler Attached (LGR S/N: 20128175)","Host Connected (LGR S/N: 20128175)","Stopped (LGR S/N: 20128175)","End Of File (LGR S/N: 20128175)"
214,05/05/19 04:36:30 PM,24.351,0.0,,,,
215,05/05/19 04:37:00 PM,24.351,0.0,,,,
216,05/05/19 04:37:30 PM,24.351,0.0,,,,
217,05/05/19 04:38:00 PM,24.351,0.0,,,,
218,05/05/19 04:38:30 PM,24.351,0.0,,,,
219,05/05/19 04:39:00 PM,24.351,0.0,,,,
220,05/05/19 04:39:30 PM,24.351,0.0,,,,
221,05/05/19 04:40:00 PM,24.351,0.0,,,,
222,05/05/19 04:40:30 PM,24.351,0.0,,,,
223,05/05/19 04:41:00 PM,24.351,0.0,,,,
224,05/05/19 04:41:30 PM,24.351,0.0,,,,
225,05/05/19 04:42:00 PM,24.351,0.0,,,,
226,05/05/19 04:42:30 PM,24.351,0.0,,,,
227,05/05/19 04:43:00 PM,24.351,0.0,,,,
228,05/05/19 04:43:30 PM,24.351,0.0,,,,
229,05/05/19 04:44:00 PM,24.448,0.0,,,,
230,05/05/19 04:44:30 PM,24.351,0.0,,,,
231,05/05/19 04:45:00 PM,24.351,0.0,,,,
232,05/05/19 04:45:30 PM,24.351,0.0,,,,
233,05/05/19 04:46:00 PM,24.351,0.0,,,,
234,05/05/19 04:46:30 PM,24.351,0.0,,,,
235,05/05/19 04:47:00 PM,24.351,0.0,,,,
236,05/05/19 04:47:30 PM,24.351,0.0,,,,
237,05/05/19 04:48:00 PM,24.351,0.0,,,,
238,05/05/19 04:48:30 PM,24.351,0.0,,,,
239,05/05/19 04:49:00 PM,24.351,0.0,,,,
240,05/05/19 04:49:30 PM,24.448,0.0,,,,
241,05/05/19 04:50:00 PM,24.351,0.0,,,,
242,05/05/19 04:50:30 PM,24.448,0.0,,,,
243,05/05/19 04:51:00 PM,24.351,0.0,,,,
244,05/05/19 04:51:30 PM,24.448,0.0,,,,
245,05/05/19 04:52:00 PM,24.448,0.0,,,,
246,05/05/19 04:52:30 PM,24.351,0.0,,,,
247,05/05/19 04:53:00 PM,24.448,0.0,,,,
248,05/05/19 04:53:30 PM,24.351,0.0,,,,
249,05/05/19 04:54:00 PM,24.448,0.0,,,,
250,05/05/19 04:54:30 PM,24.448,0.0,,,,
251,05/05/19 04:55:00 PM,24.448,0.0,,,,
252,05/05/19 04:55:30 PM,24.448,0.0,,,,
253,05/05/19 04:56:00 PM,24.448,0.0,,,,
254,05/05/19 04:56:30 PM,24.448,0.0,,,,
255,05/05/19 04:57:00 PM,24.448,0.0,,,,
256,05/05/19 04:57:30 PM,24.448,0.0,,,,
257,05/05/19 04:58:00 PM,24.448,0.0,,,,
258,05/05/19 04:58:30 PM,24.448,0.0,,,,
259,05/05/19 04:59:00 PM,24.448,0.0,,,,
260,05/05/19 04:59:30 PM,24.448,0.0,,,,
261,05/05/19 05:00:00 PM,24.448,0.0,,,,
262,05/05/19 05:00:30 PM,24.448,0.0,,,,
263,05/05/19 05:01:00 PM,24.448,0.0,,,,
264,05/05/19 05:01:30 PM,24.448,0.0,,,,
265,05/05/19 05:02:00 PM,24.448,0.0,,,,
266,05/05/19 05:02:30 PM,24.448,0.0,,,,
267,05/05/19 05:03:00 PM,24.448,0.0,,,,
268,05/05/19 05:03:30 PM,24.448,0.0,,,,
269,05/05/19 05:04:00 PM,24.448,0.0,,,,
270,05/05/19 05:04:30 PM,24.448,0.0,,,,
271,05/05/19 05:05:00 PM,24.448,0.0,,,,
272,05/05/19 05:05:30 PM,24.448,0.0,,,,
273,05/05/19 05:06:00 PM,24.448,0.0,,,,
274,05/05/19 05:06:30 PM,24.448,0.0,,,,
275,05/05/19 05:07:00 PM,24.448,0.0,,,,
276,05/05/19 05:07:30 PM,24.448,0.0,,,,
277,05/05/19 05:08:00 PM,24.448,0.0,,,,
278,05/05/19 05:08:30 PM,24.448,0.0,,,,
279,05/05/19 05:09:00 PM,24.448,0.0,,,,
280,05/05/19 05:09:30 PM,24.448,0.0,,,,
281,05/05/19 05:10:00 PM,24.448,0.0,,,,
282,05/05/19 05:10:30 PM,24.448,0.0,,,,
283,05/05/19 05:11:00 PM,24.448,0.0,,,,
284,05/05/19 05:11:30 PM,24.448,0.0,,,,
285,05/05/19 05:12:00 PM,24.448,0.0,,,,
286,05/05/19 05:12:30 PM,24.448,0.0,,,,
287,05/05/19 05:13:00 PM,24.448,0.0,,,,
288,05/05/19 05:13:30 PM,24.448,0.0,,,,
289,05/05/19 05:14:00 PM,24.448,0.0,,,,
290,05/05/19 05:14:30 PM,24.448,0.0,,,,
291,05/05/19 05:15:00 PM,24.448,0.0,,,,
292,05/05/19 05:15:30 PM,24.448,0.0,,,,
293,05/05/19 05:16:00 PM,24.448,0.0,,,,
294,05/05/19 05:16:30 PM,24.448,0.0,,,,
295,05/05/19 05:17:00 PM,24.448,0.0,,,,
296,05/05/19 05:17:30 PM,24.448,0.0,,,,
297,05/05/19 05:18:00 PM,24.448,0.0,,,,
298,05/05/19 05:18:30 PM,24.448,0.0,,,,
299,05/05/19 05:19:00 PM,24.448,0.0,,,,
300,05/05/19 05:19:30 PM,24.448,0.0,,,,
301,05/05/19 05:20:00 PM,24.448,0.0,,,,
302,05/05/19 05:20:30 PM,24.448,0.0,,,,
303,05/05/19 05:21:00 PM,24.448,0.0,,,,
304,05/05/19 05:21:30 PM,24.448,0.0,,,,
305,05/05/19 05:22:00 PM,24.448,0.0,,,,
306,05/05/19 05:22:30 PM,24.448,0.0,,,,
307,05/05/19 05:23:00 PM,24.448,0.0,,,,
308,05/05/19 05:23:30 PM,24.448,0.0,,,,
309,05/05/19 05:24:00 PM,24.448,0.0,,,,
310,05/05/19 05:24:30 PM,24.448,0.0,,,,
311,05/05/19 05:25:00 PM,24.448,0.0,,,,
312,05/05/19 05:25:30 PM,24.448,0.0,,,,
313,05/05/19 05:26:00 PM,24.448,0.0,,,,
314,05/05/19 05:26:30 PM,24.448,0.0,,,,
315,05/05/19 05:27:00 PM,24.448,0.0,,,,
316,05/05/19 05:27:30 PM,24.448,0.0,,,,
317,05/05/19 05:28:00 PM,24.448,0.0,,,,
318,05/05/19 05:28:30 PM,24.448,0.0,,,,
319,05/05/19 05:29:00 PM,24.448,0.0,,,,
320,05/05/19 05:29:30 PM,24.448,0.0,,,,
321,05/05/19 05:30:00 PM,24.448,0.0,,,,
322,05/05/19 05:30:30 PM,24.448,0.0,,,,
323,05/05/19 05:31:00 PM,24.448,0.0,,,,
324,05/05/19 05:31:30 PM,24.448,0.0,,,,
325,05/05/19 05:32:00 PM,24.448,0.0,,,,
326,05/05/19 05:32:30 PM,24.448,0.0,,,,
327,05/05/19 05:33:00 PM,24.448,0.0,,,,
328,05/05/19 05:33:30 PM,24.448,0.0,,,,
329,05/05/19 05:34:00 PM,24.448,0.0,,,,
330,05/05/19 05:34:30 PM,24.448,0.0,,,,
331,05/05/19 05:35:00 PM,24.448,0.0,,,,
332,05/05/19 05:35:30 PM,24.448,0.0,,,,
333,05/05/19 05:36:00 PM,24.448,0.0,,,,
334,05/05/19 05:36:30 PM,24.448,0.0,,,,
335,05/05/19 05:37:00 PM,24.448,0.0,,,,
336,05/05/19 05:37:30 PM,24.448,0.0,,,,
337,05/05/19 05:38:00 PM,24.448,0.0,,,,
338,05/05/19 05:38:30 PM,24.448,0.0,,,,
339,05/05/19 05:39:00 PM,24.448,0.0,,,,
340,05/05/19 05:39:30 PM,24.448,0.0,,,,
341,05/05/19 05:40:00 PM,24.448,0.0,,,,
342,05/05/19 05:40:30 PM,24.448,0.0,,,,
343,05/05/19 05:41:00 PM,24.448,0.0,,,,
344,05/05/19 05:41:30 PM,24.448,0.0,,,,
345,05/05/19 05:42:00 PM,24.448,0.0,,,,
346,05/05/19 05:42:30 PM,24.448,0.0,,,,
347,05/05/19 05:43:00 PM,24.448,0.0,,,,
348,05/05/19 05:43:30 PM,24.448,0.0,,,,
349,05/05/19 05:44:00 PM,24.448,0.0,,,,
350,05/05/19 05:44:30 PM,24.448,0.0,,,,
351,05/05/19 05:45:00 PM,24.448,0.0,,,,
352,05/05/19 05:45:30 PM,24.448,0.0,,,,
353,05/05/19 05:46:00 PM,24.448,0.0,,,,
354,05/05/19 05:46:30 PM,24.448,0.0,,,,
355,05/05/19 05:47:00 PM,24.448,0.0,,,,
356,05/05/19 05:47:30 PM,24.448,0.0,,,,
357,05/05/19 05:48:00 PM,24.448,0.0,,,,
358,05/05/19 05:48:30 PM,24.448,0.0,,,,
359,05/05/19 05:49:00 PM,24.448,0.0,,,,
360,05/05/19 05:49:30 PM,24.448,0.0,,,,
361,05/05/19 05:50:00 PM,24.448,0.0,,,,
362,05/05/19 05:50:30 PM,24.448,0.0,,,,
363,05/05/19 05:51:00 PM,24.448,0.0,,,,
364,05/05/19 05:51:30 PM,24.448,0.0,,,,
365,05/05/19 05:52:00 PM,24.448,0.0,,,,
366,05/05/19 05:52:30 PM,24.448,0.0,,,,
367,05/05/19 05:53:00 PM,24.448,0.0,,,,
368,05/05/19 05:53:30 PM,24.448,0.0,,,,
369,05/05/19 05:54:00 PM,24.448,0.0,,,,
370,05/05/19 05:54:30 PM,24.448,0.0,,,,
371,05/05/19 05:55:00 PM,24.448,0.0,,,,
372,05/05/19 05:55:30 PM,24.448,0.0,,,,
373,05/05/19 05:56:00 PM,24.448,0.0,,,,
374,05/05/19 05:56:30 PM,24.448,0.0,,,,
375,05/05/19 05:57:00 PM,24.448,0.0,,,,
376,05/05/19 05:57:30 PM,24.448,0.0,,,,
377,05/05/19 05:58:00 PM,24.448,0.0,,,,
378,05/05/19 05:58:30 PM,24.448,0.0,,,,
379,05/05/19 05:59:00 PM,24.448,0.0,,,,
380,05/05/19 05:59:30 PM,24.448,0.0,,,,
381,05/05/19 06:00:00 PM,24.448,0.0,,,,
382,05/05/19 06:00:30 PM,24.448,0.0,,,,
383,05/05/19 06:01:00 PM,24.448,0.0,,,,
384,05/05/19 06:01:30 PM,24.448,0.0,,,,
385,05/05/19 06:02:00 PM,24.448,0.0,,,,
386,05/05/19 06:02:30 PM,24.448,0.0,,,,
387,05/05/19 06:03:00 PM,24.448,0.0,,,,
388,05/05/19 06:03:30 PM,24.448,0.0,,,,
389,05/05/19 06:04:00 PM,24.448,0.0,,,,
390,05/05/19 06:04:30 PM,24.448,0.0,,,,
391,05/05/19 06:05:00 PM,24.448,0.0,,,,
392,05/05/19 06:05:30 PM,24.448,0.0,,,,
393,05/05/19 06:06:00 PM,24.448,0.0,,,,
394,05/05/19 06:06:30 PM,24.448,0.0,,,,
395,05/05/19 06:07:00 PM,24.448,0.0,,,,
396,05/05/19 06:07:30 PM,24.448,0.0,,,,
397,05/05/19 06:08:00 PM,24.448,0.0,,,,
398,05/05/19 06:08:30 PM,24.448,0.0,,,,
399,05/05/19 06:09:00 PM,24.448,0.0,,,,
400,05/05/19 06:09:30 PM,24.448,0.0,,,,
401,05/05/19 06:10:00 PM,24.448,0.0,,,,
402,05/05/19 06:10:30 PM,24.448,0.0,,,,
403,05/05/19 06:11:00 PM,24.448,0.0,,,,
404,05/05/19 06:11:30 PM,24.448,0.0,,,,
405,05/05/19 06:12:00 PM,24.448,0.0,,,,
406,05/05/19 06:12:30 PM,24.448,0.0,,,,
407,05/05/19 06:13:00 PM,24.448,0.0,,,,
408,05/05/19 06:13:30 PM,24.448,0.0,,,,
409,05/05/19 06:14:00 PM,24.448,0.0,,,,
410,05/05/19 06:14:30 PM,24.448,0.0,,,,
411,05/05/19 06:15:00 PM,24.448,0.0,,,,
412,05/05/19 06:15:30 PM,24.448,0.0,,,,
413,05/05/19 06:16:00 PM,24.448,0.0,,,,
414,05/05/19 06:16:30 PM,24.448,0.0,,,,
415,05/05/19 06:17:00 PM,24.448,0.0,,,,
416,05/05/19 06:17:30 PM,24.448,0.0,,,,
417,05/05/19 06:18:00 PM,24.448,0.0,,,,
418,05/05/19 06:18:30 PM,24.448,0.0,,,,
419,05/05/19 06:19:00 PM,24.448,0.0,,,,
420,05/05/19 06:19:30 PM,24.448,0.0,,,,
421,05/05/19 06:20:00 PM,24.448,0.0,,,,
422,05/05/19 06:20:30 PM,24.448,0.0,,,,
423,05/05/19 06:21:00 PM,24.448,0.0,,,,
424,05/05/19 06:21:30 PM,24.448,0.0,,,,
425,05/05/19 06:22:00 PM,24.448,0.0,,,,
426,05/05/19 06:22:30 PM,24.448,0.0,,,,
427,05/05/19 06:23:00 PM,24.448,0.0,,,,
428,05/05/19 06:23:30 PM,24.448,0.0,,,,
429,05/05/19 06:24:00 PM,24.448,0.0,,,,
430,05/05/19 06:24:30 PM,24.448,0.0,,,,
431,05/05/19 06:25:00 PM,24.448,0.0,,,,
432,05/05/19 06:25:30 PM,24.448,0.0,,,,
433,05/05/19 06:26:00 PM,24.448,0.0,,,,
434,05/05/19 06:26:30 PM,24.448,0.0,,,,
435,05/05/19 06:27:00 PM,24.448,0.0,,,,
436,05/05/19 06:27:30 PM,24.448,0.0,,,,
437,05/05/19 06:28:00 PM,24.448,0.0,,,,
438,05/05/19 06:28:30 PM,24.448,0.0,,,,
439,05/05/19 06:29:00 PM,24.448,0.0,,,,
440,05/05/19 06:29:30 PM,24.448,0.0,,,,
441,05/05/19 06:30:00 PM,24.448,0.0,,,,
442,05/05/19 06:30:30 PM,24.448,0.0,,,,
443,05/05/19 06:31:00 PM,24.448,0.0,,,,
444,05/05/19 06:31:30 PM,24.448,0.0,,,,
445,05/05/19 06:32:00 PM,24.448,0.0,,,,
446,05/05/19 06:32:30 PM,24.448,0.0,,,,
447,05/05/19 06:33:00 PM,24.448,0.0,,,,
448,05/05/19 06:33:30 PM,24.448,0.0,,,,
449,05/05/19 06:34:00 PM,24.448,0.0,,,,
450,05/05/19 06:34:30 PM,24.448,0.0,,,,
451,05/05/19 06:35:00 PM,24.448,0.0,,,,
452,05/05/19 06:35:30 PM,24.448,0.0,,,,
453,05/05/19 06:36:00 PM,24.448,0.0,,,,
454,05/05/19 06:36:30 PM,24.448,0.0,,,,
455,05/05/19 06:37:00 PM,24.448,0.0,,,,
456,05/05/19 06:37:30 PM,24.448,0.0,,,,
457,05/05/19 06:38:00 PM,24.448,0.0,,,,
458,05/05/19 06:38:30 PM,24.448,0.0,,,,
459,05/05/19 06:39:00 PM,24.448,0.0,,,,
460,05/05/19 06:39:30 PM,24.448,0.0,,,,
461,05/05/19 06:40:00 PM,24.448,0.0,,,,
462,05/05/19 06:40:30 PM,24.448,0.0,,,,
463,05/05/19 06:41:00 PM,24.448,0.0,,,,
464,05/05/19 06:41:30 PM,24.448,0.0,,,,
465,05/05/19 06:42:00 PM,24.448,0.0,,,,
466,05/05/19 06:42:30 PM,24.448,0.0,,,,
467,05/05/19 06:43:00 PM,24.448,0.0,,,,
468,05/05/19 06:43:30 PM,24.448,0.0,,,,
469,05/05/19 06:44:00 PM,24.448,0.0,,,,
470,05/05/19 06:44:30 PM,24.448,0.0,,,,
