"Plot Title: TC5_Nest"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 20128175, SEN S/N: 20128175)","Intensity, Lux (LGR S/N: 20128175, SEN S/N: 20128175)","Coupler Attached (LGR S/N: 20128175)","Coupler Detached (LGR S/N: 20128175)","Host Connected (LGR S/N: 20128175)","End Of File (LGR S/N: 20128175)"
92,04/28/19 09:45:30 PM,23.869,0.0,,,,
93,04/28/19 09:46:00 PM,23.869,0.0,,,,
94,04/28/19 09:46:30 PM,23.869,0.0,,,,
95,04/28/19 09:47:00 PM,23.869,0.0,,,,
96,04/28/19 09:47:30 PM,23.869,0.0,,,,
97,04/28/19 09:48:00 PM,23.869,0.0,,,,
98,04/28/19 09:48:30 PM,23.869,0.0,,,,
99,04/28/19 09:49:00 PM,23.869,0.0,,,,
100,04/28/19 09:49:30 PM,23.869,0.0,,,,
101,04/28/19 09:50:00 PM,23.869,0.0,,,,
102,04/28/19 09:50:30 PM,23.869,0.0,,,,
103,04/28/19 09:51:00 PM,23.869,0.0,,,,
104,04/28/19 09:51:30 PM,23.869,0.0,,,,
105,04/28/19 09:52:00 PM,23.869,0.0,,,,
106,04/28/19 09:52:30 PM,23.869,0.0,,,,
107,04/28/19 09:53:00 PM,23.869,0.0,,,,
108,04/28/19 09:53:30 PM,23.869,0.0,,,,
109,04/28/19 09:54:00 PM,23.869,0.0,,,,
110,04/28/19 09:54:30 PM,23.869,0.0,,,,
111,04/28/19 09:55:00 PM,23.869,0.0,,,,
112,04/28/19 09:55:30 PM,23.869,0.0,,,,
113,04/28/19 09:56:00 PM,23.869,0.0,,,,
114,04/28/19 09:56:30 PM,23.869,0.0,,,,
115,04/28/19 09:57:00 PM,23.869,0.0,,,,
116,04/28/19 09:57:30 PM,23.869,0.0,,,,
117,04/28/19 09:58:00 PM,23.869,0.0,,,,
118,04/28/19 09:58:30 PM,23.869,0.0,,,,
119,04/28/19 09:59:00 PM,23.869,0.0,,,,
120,04/28/19 09:59:30 PM,23.869,0.0,,,,
121,04/28/19 10:00:00 PM,23.869,0.0,,,,
122,04/28/19 10:00:30 PM,23.869,0.0,,,,
123,04/28/19 10:01:00 PM,23.869,0.0,,,,
124,04/28/19 10:01:30 PM,23.869,0.0,,,,
125,04/28/19 10:02:00 PM,23.869,0.0,,,,
126,04/28/19 10:02:30 PM,23.869,0.0,,,,
127,04/28/19 10:03:00 PM,23.869,0.0,,,,
128,04/28/19 10:03:30 PM,23.869,0.0,,,,
129,04/28/19 10:04:00 PM,23.869,0.0,,,,
130,04/28/19 10:04:30 PM,23.869,0.0,,,,
131,04/28/19 10:05:00 PM,23.869,0.0,,,,
132,04/28/19 10:05:30 PM,23.869,0.0,,,,
133,04/28/19 10:06:00 PM,23.869,0.0,,,,
134,04/28/19 10:06:30 PM,23.869,0.0,,,,
135,04/28/19 10:07:00 PM,23.869,0.0,,,,
136,04/28/19 10:07:30 PM,23.869,0.0,,,,
137,04/28/19 10:08:00 PM,23.869,0.0,,,,
138,04/28/19 10:08:30 PM,23.869,0.0,,,,
139,04/28/19 10:09:00 PM,23.869,0.0,,,,
140,04/28/19 10:09:30 PM,23.869,0.0,,,,
141,04/28/19 10:10:00 PM,23.869,0.0,,,,
142,04/28/19 10:10:30 PM,23.869,0.0,,,,
143,04/28/19 10:11:00 PM,23.869,0.0,,,,
144,04/28/19 10:11:30 PM,23.869,0.0,,,,
145,04/28/19 10:12:00 PM,23.869,0.0,,,,
146,04/28/19 10:12:30 PM,23.869,0.0,,,,
147,04/28/19 10:13:00 PM,23.869,0.0,,,,
148,04/28/19 10:13:30 PM,23.869,0.0,,,,
149,04/28/19 10:14:00 PM,23.869,0.0,,,,
150,04/28/19 10:14:30 PM,23.869,0.0,,,,
151,04/28/19 10:15:00 PM,23.869,0.0,,,,
152,04/28/19 10:15:30 PM,23.869,0.0,,,,
153,04/28/19 10:16:00 PM,23.869,0.0,,,,
154,04/28/19 10:16:30 PM,23.869,0.0,,,,
155,04/28/19 10:17:00 PM,23.869,0.0,,,,
156,04/28/19 10:17:30 PM,23.869,0.0,,,,
157,04/28/19 10:18:00 PM,23.869,0.0,,,,
158,04/28/19 10:18:30 PM,23.869,0.0,,,,
159,04/28/19 10:19:00 PM,23.869,0.0,,,,
160,04/28/19 10:19:30 PM,23.869,0.0,,,,
161,04/28/19 10:20:00 PM,23.869,0.0,,,,
162,04/28/19 10:20:30 PM,23.869,0.0,,,,
163,04/28/19 10:21:00 PM,23.869,0.0,,,,
164,04/28/19 10:21:30 PM,23.869,0.0,,,,
165,04/28/19 10:22:00 PM,23.869,0.0,,,,
166,04/28/19 10:22:30 PM,23.869,0.0,,,,
167,04/28/19 10:23:00 PM,23.869,0.0,,,,
168,04/28/19 10:23:30 PM,23.869,0.0,,,,
169,04/28/19 10:24:00 PM,23.869,0.0,,,,
170,04/28/19 10:24:30 PM,23.869,0.0,,,,
171,04/28/19 10:25:00 PM,23.869,0.0,,,,
172,04/28/19 10:25:30 PM,23.869,0.0,,,,
173,04/28/19 10:26:00 PM,23.869,0.0,,,,
174,04/28/19 10:26:30 PM,23.869,0.0,,,,
175,04/28/19 10:27:00 PM,23.869,0.0,,,,
176,04/28/19 10:27:30 PM,23.869,0.0,,,,
177,04/28/19 10:28:00 PM,23.869,0.0,,,,
178,04/28/19 10:28:30 PM,23.869,0.0,,,,
179,04/28/19 10:29:00 PM,23.869,0.0,,,,
180,04/28/19 10:29:30 PM,23.869,0.0,,,,
181,04/28/19 10:30:00 PM,23.869,0.0,,,,
182,04/28/19 10:30:30 PM,23.869,0.0,,,,
183,04/28/19 10:31:00 PM,23.869,0.0,,,,
184,04/28/19 10:31:30 PM,23.869,0.0,,,,
185,04/28/19 10:32:00 PM,23.869,0.0,,,,
186,04/28/19 10:32:30 PM,23.869,0.0,,,,
187,04/28/19 10:33:00 PM,23.869,0.0,,,,
188,04/28/19 10:33:30 PM,23.869,0.0,,,,
189,04/28/19 10:34:00 PM,23.869,0.0,,,,
190,04/28/19 10:34:30 PM,23.869,0.0,,,,
191,04/28/19 10:35:00 PM,23.869,0.0,,,,
192,04/28/19 10:35:30 PM,23.869,0.0,,,,
193,04/28/19 10:36:00 PM,23.869,0.0,,,,
194,04/28/19 10:36:30 PM,23.869,0.0,,,,
195,04/28/19 10:37:00 PM,23.869,0.0,,,,
196,04/28/19 10:37:30 PM,23.869,0.0,,,,
197,04/28/19 10:38:00 PM,23.869,0.0,,,,
198,04/28/19 10:38:30 PM,23.869,0.0,,,,
199,04/28/19 10:39:00 PM,23.869,0.0,,,,
200,04/28/19 10:39:30 PM,23.869,0.0,,,,
201,04/28/19 10:40:00 PM,23.869,0.0,,,,
202,04/28/19 10:40:30 PM,23.869,0.0,,,,
203,04/28/19 10:41:00 PM,23.869,0.0,,,,
204,04/28/19 10:41:30 PM,23.869,0.0,,,,
205,04/28/19 10:42:00 PM,23.869,0.0,,,,
206,04/28/19 10:42:30 PM,23.869,0.0,,,,
207,04/28/19 10:43:00 PM,23.869,0.0,,,,
208,04/28/19 10:43:30 PM,23.869,0.0,,,,
209,04/28/19 10:44:00 PM,23.869,0.0,,,,
210,04/28/19 10:44:30 PM,23.869,0.0,,,,
211,04/28/19 10:45:00 PM,23.869,0.0,,,,
212,04/28/19 10:45:30 PM,23.869,0.0,,,,
213,04/28/19 10:46:00 PM,23.869,0.0,,,,
214,04/28/19 10:46:30 PM,23.869,0.0,,,,
215,04/28/19 10:47:00 PM,23.869,0.0,,,,
216,04/28/19 10:47:30 PM,23.869,0.0,,,,
217,04/28/19 10:48:00 PM,23.869,0.0,,,,
218,04/28/19 10:48:30 PM,23.869,0.0,,,,
219,04/28/19 10:49:00 PM,23.869,0.0,,,,
220,04/28/19 10:49:30 PM,23.869,0.0,,,,
221,04/28/19 10:50:00 PM,23.869,0.0,,,,
222,04/28/19 10:50:30 PM,23.869,0.0,,,,
223,04/28/19 10:51:00 PM,23.869,0.0,,,,
224,04/28/19 10:51:30 PM,23.869,0.0,,,,
225,04/28/19 10:52:00 PM,23.869,0.0,,,,
226,04/28/19 10:52:30 PM,23.869,0.0,,,,
227,04/28/19 10:53:00 PM,23.869,0.0,,,,
228,04/28/19 10:53:30 PM,23.869,0.0,,,,
229,04/28/19 10:54:00 PM,23.869,0.0,,,,
230,04/28/19 10:54:30 PM,23.869,0.0,,,,
231,04/28/19 10:55:00 PM,23.869,0.0,,,,
232,04/28/19 10:55:30 PM,23.869,0.0,,,,
233,04/28/19 10:56:00 PM,23.869,0.0,,,,
234,04/28/19 10:56:30 PM,23.869,0.0,,,,
235,04/28/19 10:57:00 PM,23.869,0.0,,,,
236,04/28/19 10:57:30 PM,23.869,0.0,,,,
237,04/28/19 10:58:00 PM,23.869,0.0,,,,
238,04/28/19 10:58:30 PM,23.869,0.0,,,,
239,04/28/19 10:59:00 PM,23.869,0.0,,,,
240,04/28/19 10:59:30 PM,23.869,0.0,,,,
241,04/28/19 11:00:00 PM,23.869,0.0,,,,
242,04/28/19 11:00:30 PM,23.869,0.0,,,,
243,04/28/19 11:01:00 PM,23.869,0.0,,,,
244,04/28/19 11:01:30 PM,23.869,0.0,,,,
245,04/28/19 11:02:00 PM,23.869,0.0,,,,
246,04/28/19 11:02:30 PM,23.869,0.0,,,,
247,04/28/19 11:03:00 PM,23.869,0.0,,,,
248,04/28/19 11:03:30 PM,23.869,0.0,,,,
249,04/28/19 11:04:00 PM,23.869,0.0,,,,
250,04/28/19 11:04:30 PM,23.869,0.0,,,,
251,04/28/19 11:05:00 PM,23.869,0.0,,,,
252,04/28/19 11:05:30 PM,23.869,0.0,,,,
253,04/28/19 11:06:00 PM,23.869,0.0,,,,
254,04/28/19 11:06:30 PM,23.869,0.0,,,,
255,04/28/19 11:07:00 PM,23.869,0.0,,,,
256,04/28/19 11:07:30 PM,23.869,0.0,,,,
257,04/28/19 11:08:00 PM,23.966,0.0,,,,
258,04/28/19 11:08:30 PM,23.966,0.0,,,,
259,04/28/19 11:09:00 PM,23.869,0.0,,,,
260,04/28/19 11:09:30 PM,23.869,0.0,,,,
261,04/28/19 11:10:00 PM,23.869,0.0,,,,
262,04/28/19 11:10:30 PM,23.869,0.0,,,,
263,04/28/19 11:11:00 PM,23.869,0.0,,,,
264,04/28/19 11:11:30 PM,23.869,0.0,,,,
265,04/28/19 11:12:00 PM,23.869,0.0,,,,
266,04/28/19 11:12:30 PM,23.869,0.0,,,,
267,04/28/19 11:13:00 PM,23.869,0.0,,,,
268,04/28/19 11:13:30 PM,23.869,0.0,,,,
269,04/28/19 11:14:00 PM,23.869,0.0,,,,
270,04/28/19 11:14:30 PM,23.869,0.0,,,,
271,04/28/19 11:15:00 PM,23.869,0.0,,,,
272,04/28/19 11:15:30 PM,23.869,0.0,,,,
273,04/28/19 11:16:00 PM,23.869,0.0,,,,
274,04/28/19 11:16:30 PM,23.869,0.0,,,,
275,04/28/19 11:17:00 PM,23.869,0.0,,,,
276,04/28/19 11:17:30 PM,23.869,0.0,,,,
277,04/28/19 11:18:00 PM,23.869,0.0,,,,
278,04/28/19 11:18:30 PM,23.869,0.0,,,,
279,04/28/19 11:19:00 PM,23.869,0.0,,,,
280,04/28/19 11:19:30 PM,23.869,0.0,,,,
281,04/28/19 11:20:00 PM,23.869,0.0,,,,
282,04/28/19 11:20:30 PM,23.869,0.0,,,,
283,04/28/19 11:21:00 PM,23.869,0.0,,,,
284,04/28/19 11:21:30 PM,23.869,0.0,,,,
285,04/28/19 11:22:00 PM,23.869,0.0,,,,
286,04/28/19 11:22:30 PM,23.869,0.0,,,,
287,04/28/19 11:23:00 PM,23.869,0.0,,,,
288,04/28/19 11:23:30 PM,23.869,0.0,,,,
289,04/28/19 11:24:00 PM,23.869,0.0,,,,
290,04/28/19 11:24:30 PM,23.869,0.0,,,,
291,04/28/19 11:25:00 PM,23.869,0.0,,,,
292,04/28/19 11:25:30 PM,23.869,0.0,,,,
293,04/28/19 11:26:00 PM,23.869,0.0,,,,
294,04/28/19 11:26:30 PM,23.966,0.0,,,,
295,04/28/19 11:27:00 PM,23.869,0.0,,,,
296,04/28/19 11:27:30 PM,23.869,0.0,,,,
297,04/28/19 11:28:00 PM,23.869,0.0,,,,
298,04/28/19 11:28:30 PM,23.869,0.0,,,,
299,04/28/19 11:29:00 PM,23.966,0.0,,,,
300,04/28/19 11:29:30 PM,23.869,0.0,,,,
301,04/28/19 11:30:00 PM,23.869,0.0,,,,
302,04/28/19 11:30:30 PM,23.869,0.0,,,,
303,04/28/19 11:31:00 PM,23.869,0.0,,,,
304,04/28/19 11:31:30 PM,23.966,0.0,,,,
305,04/28/19 11:32:00 PM,23.869,0.0,,,,
306,04/28/19 11:32:30 PM,23.869,0.0,,,,
307,04/28/19 11:33:00 PM,23.869,0.0,,,,
308,04/28/19 11:33:30 PM,23.966,0.0,,,,
309,04/28/19 11:34:00 PM,23.869,0.0,,,,
310,04/28/19 11:34:30 PM,23.869,0.0,,,,
311,04/28/19 11:35:00 PM,23.966,0.0,,,,
312,04/28/19 11:35:30 PM,23.869,0.0,,,,
313,04/28/19 11:36:00 PM,23.869,0.0,,,,
314,04/28/19 11:36:30 PM,23.966,0.0,,,,
315,04/28/19 11:37:00 PM,23.966,0.0,,,,
316,04/28/19 11:37:30 PM,23.869,0.0,,,,
317,04/28/19 11:38:00 PM,23.869,0.0,,,,
318,04/28/19 11:38:30 PM,23.966,0.0,,,,
319,04/28/19 11:39:00 PM,23.869,0.0,,,,
320,04/28/19 11:39:30 PM,23.966,0.0,,,,
321,04/28/19 11:40:00 PM,23.966,0.0,,,,
322,04/28/19 11:40:30 PM,23.869,0.0,,,,
323,04/28/19 11:41:00 PM,23.966,0.0,,,,
324,04/28/19 11:41:30 PM,23.966,0.0,,,,
325,04/28/19 11:42:00 PM,23.966,0.0,,,,
326,04/28/19 11:42:30 PM,23.966,0.0,,,,
327,04/28/19 11:43:00 PM,23.966,0.0,,,,
328,04/28/19 11:43:30 PM,23.966,0.0,,,,
329,04/28/19 11:44:00 PM,23.869,0.0,,,,
330,04/28/19 11:44:30 PM,23.966,0.0,,,,
331,04/28/19 11:45:00 PM,23.966,0.0,,,,
332,04/28/19 11:45:30 PM,23.966,0.0,,,,
333,04/28/19 11:46:00 PM,23.966,0.0,,,,
334,04/28/19 11:46:30 PM,23.966,0.0,,,,
335,04/28/19 11:47:00 PM,23.966,0.0,,,,
336,04/28/19 11:47:30 PM,23.966,0.0,,,,
337,04/28/19 11:48:00 PM,23.966,0.0,,,,
338,04/28/19 11:48:30 PM,23.966,0.0,,,,
339,04/28/19 11:49:00 PM,23.966,0.0,,,,
340,04/28/19 11:49:30 PM,23.966,0.0,,,,
341,04/28/19 11:50:00 PM,23.966,0.0,,,,
342,04/28/19 11:50:30 PM,23.966,0.0,,,,
343,04/28/19 11:51:00 PM,23.966,0.0,,,,
344,04/28/19 11:51:30 PM,23.966,0.0,,,,
345,04/28/19 11:52:00 PM,23.966,0.0,,,,
346,04/28/19 11:52:30 PM,23.966,0.0,,,,
347,04/28/19 11:53:00 PM,23.966,0.0,,,,
348,04/28/19 11:53:30 PM,23.966,0.0,,,,
349,04/28/19 11:54:00 PM,23.966,0.0,,,,
350,04/28/19 11:54:30 PM,23.966,0.0,,,,
351,04/28/19 11:55:00 PM,23.966,0.0,,,,
352,04/28/19 11:55:30 PM,23.966,0.0,,,,
353,04/28/19 11:56:00 PM,23.966,0.0,,,,
354,04/28/19 11:56:30 PM,23.966,0.0,,,,
355,04/28/19 11:57:00 PM,23.966,0.0,,,,
356,04/28/19 11:57:30 PM,23.966,0.0,,,,
357,04/28/19 11:58:00 PM,23.966,0.0,,,,
358,04/28/19 11:58:30 PM,23.966,0.0,,,,
359,04/28/19 11:59:00 PM,23.966,0.0,,,,
360,04/28/19 11:59:30 PM,23.966,0.0,,,,
361,04/29/19 12:00:00 AM,23.966,0.0,,,,
362,04/29/19 12:00:30 AM,23.966,0.0,,,,
363,04/29/19 12:01:00 AM,23.966,0.0,,,,
364,04/29/19 12:01:30 AM,23.966,0.0,,,,
365,04/29/19 12:02:00 AM,23.966,0.0,,,,
366,04/29/19 12:02:30 AM,23.966,0.0,,,,
367,04/29/19 12:03:00 AM,23.966,0.0,,,,
368,04/29/19 12:03:30 AM,23.966,0.0,,,,
369,04/29/19 12:04:00 AM,23.966,0.0,,,,
370,04/29/19 12:04:30 AM,23.966,0.0,,,,
371,04/29/19 12:05:00 AM,23.966,0.0,,,,
372,04/29/19 12:05:30 AM,23.966,0.0,,,,
373,04/29/19 12:06:00 AM,23.966,0.0,,,,
374,04/29/19 12:06:30 AM,23.966,0.0,,,,
375,04/29/19 12:07:00 AM,23.966,0.0,,,,
376,04/29/19 12:07:30 AM,23.966,0.0,,,,
377,04/29/19 12:08:00 AM,23.966,0.0,,,,
378,04/29/19 12:08:30 AM,23.966,0.0,,,,
379,04/29/19 12:09:00 AM,23.966,0.0,,,,
380,04/29/19 12:09:30 AM,23.966,0.0,,,,
381,04/29/19 12:10:00 AM,23.966,0.0,,,,
382,04/29/19 12:10:30 AM,23.966,0.0,,,,
383,04/29/19 12:11:00 AM,23.966,0.0,,,,
384,04/29/19 12:11:30 AM,23.966,0.0,,,,
385,04/29/19 12:12:00 AM,23.966,0.0,,,,
386,04/29/19 12:12:30 AM,23.966,0.0,,,,
387,04/29/19 12:13:00 AM,23.966,0.0,,,,
388,04/29/19 12:13:30 AM,23.966,0.0,,,,
389,04/29/19 12:14:00 AM,23.966,0.0,,,,
390,04/29/19 12:14:30 AM,23.966,0.0,,,,
391,04/29/19 12:15:00 AM,23.966,0.0,,,,
392,04/29/19 12:15:30 AM,23.966,0.0,,,,
393,04/29/19 12:16:00 AM,23.966,0.0,,,,
394,04/29/19 12:16:30 AM,23.966,0.0,,,,
395,04/29/19 12:17:00 AM,23.966,0.0,,,,
396,04/29/19 12:17:30 AM,23.966,0.0,,,,
397,04/29/19 12:18:00 AM,23.966,0.0,,,,
398,04/29/19 12:18:30 AM,23.966,0.0,,,,
399,04/29/19 12:19:00 AM,23.966,0.0,,,,
400,04/29/19 12:19:30 AM,23.966,0.0,,,,
401,04/29/19 12:20:00 AM,23.966,0.0,,,,
402,04/29/19 12:20:30 AM,23.966,0.0,,,,
403,04/29/19 12:21:00 AM,23.966,0.0,,,,
404,04/29/19 12:21:30 AM,23.966,0.0,,,,
405,04/29/19 12:22:00 AM,23.966,0.0,,,,
406,04/29/19 12:22:30 AM,23.966,0.0,,,,
407,04/29/19 12:23:00 AM,23.966,0.0,,,,
408,04/29/19 12:23:30 AM,23.966,0.0,,,,
409,04/29/19 12:24:00 AM,23.966,0.0,,,,
410,04/29/19 12:24:30 AM,23.966,0.0,,,,
411,04/29/19 12:25:00 AM,23.966,0.0,,,,
412,04/29/19 12:25:30 AM,23.966,0.0,,,,
413,04/29/19 12:26:00 AM,23.966,0.0,,,,
414,04/29/19 12:26:30 AM,23.966,0.0,,,,
415,04/29/19 12:27:00 AM,23.966,0.0,,,,
416,04/29/19 12:27:30 AM,23.966,0.0,,,,
417,04/29/19 12:28:00 AM,23.966,0.0,,,,
418,04/29/19 12:28:30 AM,23.966,0.0,,,,
419,04/29/19 12:29:00 AM,23.966,0.0,,,,
420,04/29/19 12:29:30 AM,23.966,0.0,,,,
421,04/29/19 12:30:00 AM,23.966,0.0,,,,
422,04/29/19 12:30:30 AM,23.966,0.0,,,,
423,04/29/19 12:31:00 AM,23.966,0.0,,,,
424,04/29/19 12:31:30 AM,23.966,0.0,,,,
425,04/29/19 12:32:00 AM,23.966,0.0,,,,
426,04/29/19 12:32:30 AM,23.966,0.0,,,,
427,04/29/19 12:33:00 AM,23.966,0.0,,,,
428,04/29/19 12:33:30 AM,23.966,0.0,,,,
429,04/29/19 12:34:00 AM,23.966,0.0,,,,
430,04/29/19 12:34:30 AM,23.966,0.0,,,,
431,04/29/19 12:35:00 AM,23.966,0.0,,,,
432,04/29/19 12:35:30 AM,23.966,0.0,,,,
433,04/29/19 12:36:00 AM,23.966,0.0,,,,
434,04/29/19 12:36:30 AM,23.966,0.0,,,,
435,04/29/19 12:37:00 AM,23.966,0.0,,,,
436,04/29/19 12:37:30 AM,23.966,0.0,,,,
437,04/29/19 12:38:00 AM,23.966,0.0,,,,
438,04/29/19 12:38:30 AM,23.966,0.0,,,,
439,04/29/19 12:39:00 AM,23.966,0.0,,,,
440,04/29/19 12:39:30 AM,23.966,0.0,,,,
441,04/29/19 12:40:00 AM,23.966,0.0,,,,
442,04/29/19 12:40:30 AM,23.966,0.0,,,,
443,04/29/19 12:41:00 AM,23.966,0.0,,,,
444,04/29/19 12:41:30 AM,23.966,0.0,,,,
445,04/29/19 12:42:00 AM,23.966,0.0,,,,
446,04/29/19 12:42:30 AM,23.966,0.0,,,,
447,04/29/19 12:43:00 AM,23.966,0.0,,,,
448,04/29/19 12:43:30 AM,23.966,0.0,,,,
449,04/29/19 12:44:00 AM,23.966,0.0,,,,
450,04/29/19 12:44:30 AM,23.966,0.0,,,,
451,04/29/19 12:45:00 AM,23.966,0.0,,,,
452,04/29/19 12:45:30 AM,23.966,0.0,,,,
453,04/29/19 12:46:00 AM,23.966,0.0,,,,
454,04/29/19 12:46:30 AM,23.966,0.0,,,,
455,04/29/19 12:47:00 AM,23.966,0.0,,,,
456,04/29/19 12:47:30 AM,23.966,0.0,,,,
457,04/29/19 12:48:00 AM,23.966,0.0,,,,
458,04/29/19 12:48:30 AM,23.966,0.0,,,,
459,04/29/19 12:49:00 AM,23.966,0.0,,,,
460,04/29/19 12:49:30 AM,23.966,0.0,,,,
461,04/29/19 12:50:00 AM,23.966,0.0,,,,
462,04/29/19 12:50:30 AM,23.966,0.0,,,,
463,04/29/19 12:51:00 AM,23.966,0.0,,,,
464,04/29/19 12:51:30 AM,23.966,0.0,,,,
465,04/29/19 12:52:00 AM,23.966,0.0,,,,
466,04/29/19 12:52:30 AM,23.966,0.0,,,,
467,04/29/19 12:53:00 AM,23.966,0.0,,,,
468,04/29/19 12:53:30 AM,23.966,0.0,,,,
469,04/29/19 12:54:00 AM,23.966,0.0,,,,
470,04/29/19 12:54:30 AM,23.966,0.0,,,,
